sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
0.850,7.230,3.876,24.158,21.982,10.958,19.076,3.727,10.965,45.726
33.120,0.062,19.914,6.067,7.051,12.568,1.054,5.778,7.930,13.010
0.975,14.578,4.241,9.938,8.358,26.544,20.988,7.454,5.182,22.595
0.875,25.738,7.028,8.296,24.611,39.497,26.056,24.899,1.920,27.498
10.474,26.308,33.063,2.071,5.292,0.971,5.967,5.754,22.474,16.366
17.938,12.731,4.141,8.385,6.012,1.141,33.964,14.931,13.273,3.744
28.687,24.436,0.013,33.356,0.014,11.806,19.568,32.196,18.319,20.044
27.381,3.745,0.800,3.380,7.360,27.000,36.191,18.124,4.455,8.546
41.781,3.179,24.880,4.934,11.308,7.784,1.204,45.525,38.326,6.534
4.560,2.025,35.143,12.266,12.747,13.777,32.648,5.534,7.138,4.925
1.597,17.309,15.264,3.229,25.889,8.853,12.514,1.616,12.517,10.157
13.846,24.686,20.533,12.626,14.382,21.079,34.889,1.661,3.574,0.679
3.388,15.753,22.178,19.502,4.753,18.154,7.226,1.312,5.603,26.882
3.960,2.577,16.664,11.351,8.147,39.864,20.937,4.837,21.195,23.721
0.988,7.687,1.520,16.510,12.496,3.490,19.281,0.109,6.136,8.721
9.463,6.413,5.910,1.166,5.765,9.289,31.699,2.086,18.144,6.395
12.951,5.955,0.659,10.874,10.425,1.165,7.752,15.264,5.671,1.938
28.945,12.015,11.330,14.900,3.092,11.402,3.606,36.645,5.986,8.090
2.653,8.886,1.598,1.046,0.773,20.431,17.047,41.509,17.240,0.070
20.719,5.393,8.897,0.525,1.693,9.311,5.048,4.702,0.092,2.831
2.824,16.546,6.896,33.204,2.543,37.302,8.763,11.516,1.621,3.794
4.523,16.924,0.581,11.235,5.849,36.662,3.614,3.586,10.597,1.755
16.345,11.035,1.991,8.967,10.116,9.546,12.196,7.040,2.373,1.615
19.883,15.375,11.835,3.922,7.801,0.632,1.292,10.511,40.445,17.186
12.372,14.474,0.236,6.439,6.993,12.587,7.666,7.168,1.664,20.247
35.238,1.509,5.043,6.022,13.437,28.166,0.692,3.273,26.756,33.198
20.835,0.155,7.282,9.600,13.169,2.823,4.151,18.127,14.032,30.317
6.576,4.407,0.311,6.899,16.964,4.694,4.709,41.990,0.773,0.445
4.837,23.970,23.261,2.159,41.994,19.919,16.151,7.646,22.054,9.656
10.773,3.720,16.490,19.865,0.788,0.587,7.574,11.927,15.652,7.665
2.231,22.477,8.622,1.951,25.438,1.102,17.106,20.986,0.776,22.903
18.960,12.154,4.843,3.727,3.371,16.576,12.285,0.747,6.036,3.216
9.649,9.115,13.553,24.852,2.948,3.099,6.251,5.354,19.058,18.786
6.773,1.253,31.292,1.402,5.218,33.763,9.618,21.444,9.124,25.099
34.435,29.336,27.155,0.388,1.748,4.620,18.479,22.394,3.360,16.170
1.061,0.813,2.211,2.734,34.871,1.123,16.153,16.543,8.075,2.979
11.497,0.324,2.738,1.453,23.607,28.188,2.042,1.800,1.709,26.338
3.746,12.493,7.926,4.097,18.550,2.485,27.961,14.715,21.433,22.554
19.553,0.487,4.055,7.462,25.687,3.847,4.243,9.484,9.176,22.071
0.371,13.859,8.812,6.131,0.318,30.657,17.183,18.931,1.853,0.253
20.189,39.104,2.950,13.366,10.046,1.879,41.878,13.557,14.001,6.315
17.693,2.463,4.679,1.710,10.742,7.010,1.801,0.503,29.111,3.037
4.671,7.221,13.500,19.424,1.345,16.480,1.066,22.482,6.876,23.723
5.457,2.525,24.852,14.685,33.686,5.596,12.182,34.672,11.305,15.251
7.078,19.179,10.786,44.868,19.069,6.495,25.054,4.234,11.129,9.204
9.357,6.869,2.006,2.888,0.192,5.472,13.022,5.723,25.372,0.799
6.965,10.656,2.842,6.447,9.140,6.566,0.861,4.158,8.232,32.506
21.504,17.141,2.607,3.977,0.824,20.044,27.375,9.002,1.918,1.641
19.480,6.386,12.525,3.446,27.125,26.032,0.397,2.669,6.451,1.695
2.649,7.693,4.293,8.692,10.066,12.338,1.273,3.192,12.406,28.729
5.006,8.470,8.601,0.928,46.200,2.105,9.367,1.118,4.601,9.653
2.649,14.088,8.032,0.465,3.112,14.971,2.480,8.925,4.924,12.954
1.919,33.778,25.919,5.482,22.472,6.690,4.382,26.090,12.746,17.684
21.414,4.533,0.613,4.801,3.749,9.787,5.139,0.182,8.084,19.906
18.517,26.346,22.755,10.327,0.099,18.681,5.881,4.665,2.925,20.647
24.929,30.608,13.239,2.080,18.303,1.238,9.195,8.348,3.193,11.708
11.639,3.985,1.471,17.905,12.817,11.969,37.858,16.797,34.033,14.594
28.362,0.700,8.608,22.313,6.656,4.042,41.339,13.256,12.312,17.414
30.173,2.374,1.798,0.057,1.175,22.092,4.191,0.709,38.950,5.804
13.894,4.025,3.152,3.514,0.832,15.217,5.193,16.478,14.008,23.584
7.357,8.156,1.948,0.243,40.644,0.862,6.583,19.434,32.326,1.487
3.332,21.855,32.042,5.433,7.586,2.792,1.246,5.353,5.316,25.040
13.266,12.292,1.111,4.643,11.177,6.457,37.699,18.914,4.083,29.591
18.690,45.578,16.185,12.494,1.966,15.717,14.850,9.254,21.751,13.428
0.983,1.841,24.874,17.744,4.711,18.404,15.732,23.609,12.354,3.708
7.146,0.205,1.422,14.832,17.100,27.244,5.395,42.124,1.234,2.766
21.183,12.159,10.843,1.836,1.424,36.927,2.149,28.628,8.233,6.908
25.812,6.083,20.448,0.823,1.188,3.651,6.555,9.985,43.875,11.051
38.541,0.878,7.304,7.055,38.568,29.567,17.524,16.843,22.069,17.619
0.410,2.601,17.448,10.871,11.544,0.987,3.344,1.944,9.561,8.371
6.771,3.184,0.492,17.252,3.708,8.337,6.626,35.995,8.400,4.289
0.329,28.010,4.102,6.722,0.772,9.117,0.788,39.388,2.175,0.914
4.771,24.789,0.561,28.935,35.930,5.006,0.445,1.154,27.562,5.644
29.921,12.053,30.036,1.178,10.119,3.324,0.363,9.970,6.888,5.759
12.540,22.889,19.893,46.407,26.597,4.522,10.348,6.809,20.050,2.835
19.128,1.775,12.315,6.472,26.756,16.173,7.146,29.049,21.407,6.785
13.220,2.049,5.019,1.099,2.709,1.295,0.473,1.512,1.123,39.365
12.972,24.129,17.157,2.084,1.175,22.241,3.934,16.945,4.775,30.140
25.855,7.849,26.903,3.477,10.450,11.494,2.302,28.500,15.865,6.153
5.290,3.884,11.682,10.012,0.380,2.411,25.767,16.762,15.180,1.588
30.312,40.254,1.454,23.926,18.348,11.402,37.785,15.838,3.792,17.203
36.851,1.917,35.885,19.417,1.799,9.331,14.860,15.620,16.081,0.907
10.295,17.597,2.201,9.924,13.295,17.150,26.036,15.751,5.112,8.162
1.134,26.732,38.333,13.889,6.696,12.965,3.493,1.115,7.132,21.677
40.085,35.985,32.597,1.375,28.531,1.586,28.916,1.924,6.109,15.618
17.962,3.601,34.225,3.175,24.662,16.433,28.822,18.228,11.652,6.448
18.981,12.827,19.531,25.961,0.236,12.962,15.727,6.831,2.474,11.118
1.654,25.996,11.813,2.362,0.468,0.642,18.266,2.796,6.185,4.614
9.067,9.872,26.580,26.828,3.139,2.617,5.808,5.029,17.430,25.920
40.762,11.424,0.962,9.903,1.234,12.682,5.063,24.620,8.423,0.814
20.777,15.792,9.913,4.842,5.710,37.034,2.932,3.665,40.070,3.061
1.342,11.658,39.259,26.136,1.798,35.941,4.472,6.092,7.199,0.616
1.377,3.952,12.972,39.551,1.708,21.257,14.078,0.737,1.159,48.860
2.186,11.955,18.880,20.851,30.035,7.737,15.863,13.875,4.425,9.788
38.528,32.169,9.456,2.596,0.047,4.577,10.957,8.829,6.713,5.854
24.654,18.139,31.900,2.786,0.840,11.445,20.639,2.404,22.378,11.973
11.562,5.862,11.484,20.979,13.977,9.211,15.640,5.157,7.389,22.809
4.586,3.992,33.490,5.985,7.169,28.858,15.310,18.382,3.870,26.221
9.354,6.682,4.881,27.663,8.444,32.572,0.206,25.225,0.895,8.297
3.876,14.030,0.904,26.046,4.362,1.270,1.690,21.400,4.317,1.624
24.310,7.552,11.719,5.760,4.149,28.247,18.702,6.395,24.379,3.661
1.015,8.813,10.703,19.297,4.955,0.745,4.409,11.477,5.140,22.416
2.644,9.073,32.546,27.298,23.633,5.674,13.077,5.474,14.153,9.992
44.954,12.970,37.095,0.050,13.854,17.126,39.869,4.735,6.480,9.000
33.329,2.536,6.497,3.199,0.908,4.014,0.872,5.334,8.790,1.653
44.598,0.726,0.321,17.182,2.843,23.085,7.821,0.941,6.978,3.934
11.930,8.782,27.043,1.653,7.061,12.724,1.066,8.507,2.609,13.291
26.230,46.208,19.812,12.953,21.189,11.240,6.656,10.438,25.979,14.035
6.213,4.985,12.090,20.184,1.757,3.823,2.698,48.332,2.165,31.184
13.303,13.074,12.481,1.440,8.546,1.853,0.512,13.186,42.778,29.873
1.531,19.531,1.931,6.281,6.269,20.604,5.824,12.283,26.675,4.641
0.662,40.993,0.096,12.200,7.286,1.586,9.894,8.471,2.202,18.556
0.327,3.625,9.497,15.371,2.984,8.969,2.526,6.931,1.137,21.516
12.171,12.163,12.326,20.995,14.441,0.916,1.334,19.986,27.715,35.370
8.704,2.186,9.130,7.018,8.087,9.021,10.949,5.718,0.740,27.871
23.397,3.644,22.114,17.484,7.999,23.365,4.124,2.625,3.306,33.883
28.090,2.429,0.507,12.766,2.115,9.233,13.222,17.630,0.453,3.477
3.017,8.556,26.953,24.658,0.878,5.004,17.988,4.320,9.723,1.623
7.971,31.412,23.929,15.603,5.988,7.075,18.183,0.422,5.458,14.138
26.693,16.739,2.071,2.935,33.927,6.857,20.954,9.965,25.926,21.246
6.454,23.995,7.904,2.171,14.973,15.557,14.962,11.660,7.080,14.338
10.811,23.475,1.053,25.623,14.164,16.483,0.899,20.482,32.630,14.970
1.994,28.854,26.735,1.400,9.958,3.381,1.898,24.025,27.766,7.061
8.512,17.891,1.735,6.230,3.564,40.455,28.587,11.768,9.995,6.042
1.552,10.888,0.374,0.120,6.512,1.634,35.916,13.990,18.252,0.531
44.547,3.123,21.742,10.807,4.412,5.222,0.906,10.693,1.569,12.884
4.685,33.628,0.052,14.305,13.329,6.109,7.562,9.393,24.065,45.594
2.913,11.468,2.398,21.264,3.007,0.405,10.799,1.538,19.953,18.495
7.957,4.359,15.141,12.318,10.947,1.945,30.091,6.183,10.436,29.865
0.657,13.413,2.520,4.985,1.182,9.344,28.906,10.402,0.306,6.785
1.327,12.450,0.498,15.773,6.328,2.285,4.729,1.134,32.691,11.845
26.689,6.474,5.427,0.051,5.869,26.146,4.931,2.251,29.356,1.396
3.034,7.549,35.796,14.485,0.136,0.105,23.789,27.021,31.365,32.665
5.206,15.379,0.628,19.580,40.437,12.060,15.004,11.690,28.388,24.116
17.167,26.780,2.002,5.262,28.094,8.400,2.125,16.820,1.238,1.682
2.835,8.417,8.147,12.705,19.728,31.595,26.912,42.014,2.130,32.205
1.788,33.918,2.615,13.473,4.013,6.676,3.393,17.315,7.747,7.529
34.754,44.014,0.394,7.525,3.415,26.160,10.646,7.568,18.559,11.916
1.375,26.000,2.820,16.972,11.422,7.932,25.107,43.729,4.164,14.652
5.148,1.323,14.396,7.824,5.849,4.530,24.158,2.126,1.281,34.834
3.819,8.618,13.853,2.019,29.546,17.623,6.829,4.894,22.408,7.449
2.592,37.648,5.833,29.027,20.300,7.568,30.830,30.146,22.449,4.347
44.036,9.736,7.963,4.624,1.311,11.205,8.370,28.322,0.601,2.691
13.531,5.517,31.082,44.599,8.624,18.733,0.798,0.560,2.620,2.827
0.942,10.843,1.703,12.012,3.843,1.257,25.764,0.925,14.349,27.448
24.351,27.915,28.721,6.246,6.540,32.783,14.465,1.963,10.959,22.062
0.874,0.871,0.668,14.571,19.745,0.460,14.307,19.321,1.892,21.540
1.768,24.729,23.244,19.462,15.647,19.124,0.992,4.988,8.203,5.475
17.636,7.931,11.463,1.205,0.672,4.000,28.013,8.189,6.608,1.364
0.084,23.223,39.606,4.535,0.052,27.865,6.820,9.617,22.987,39.749
5.844,4.272,4.313,2.756,23.798,25.897,15.368,9.641,22.068,5.593
15.673,2.479,0.689,0.538,7.258,7.755,31.799,25.246,30.779,5.007
14.234,1.762,13.734,26.195,0.320,6.350,1.138,11.270,1.646,11.779
15.092,9.448,13.049,21.958,0.312,18.025,34.197,31.168,7.245,6.287
6.848,0.928,4.545,0.475,22.683,18.017,12.692,4.897,4.215,24.706
17.578,9.535,27.029,1.395,36.319,5.793,1.465,5.332,23.590,6.227
23.414,7.315,8.756,33.819,0.733,9.672,12.562,9.502,5.129,11.505
32.480,7.278,3.513,43.240,30.863,1.540,18.791,0.700,8.123,14.965
3.299,8.516,6.297,30.445,14.480,11.783,15.734,8.073,11.285,13.310
14.520,11.875,15.729,1.562,1.172,1.466,22.160,24.838,30.888,0.976
6.490,2.059,2.212,16.583,9.831,16.390,24.658,2.758,6.206,1.934
0.094,20.738,12.271,15.351,21.558,37.023,12.889,0.051,2.177,13.842
17.187,8.568,38.487,5.644,31.812,36.728,24.988,5.232,23.862,1.324
1.353,11.493,35.352,4.841,19.236,13.070,27.332,0.316,8.667,22.575
18.289,0.808,2.154,15.015,24.758,2.714,8.233,1.103,1.830,12.246
32.083,28.441,10.772,36.500,19.082,25.157,11.430,0.139,11.139,1.141
1.993,11.364,3.241,8.686,2.218,3.498,19.103,9.314,19.283,19.992
22.571,0.483,0.678,31.336,8.435,10.152,0.033,2.552,5.617,0.498
24.756,6.729,2.602,5.508,6.801,27.624,27.870,11.534,5.570,44.738
1.637,6.983,2.559,27.445,0.048,0.708,8.114,16.054,12.431,33.518
13.007,35.585,30.242,1.388,16.384,6.250,21.056,7.582,4.655,4.180
12.374,1.856,35.632,6.694,8.489,0.344,1.206,9.554,14.288,44.970
21.649,8.266,11.425,41.213,4.833,17.201,27.064,22.337,12.263,1.142
0.140,4.823,3.042,2.395,2.523,36.359,27.706,30.647,3.836,13.111
0.712,15.334,0.770,5.474,1.224,2.342,2.170,5.836,6.260,3.165
0.060,23.555,5.398,7.103,9.250,17.039,3.411,12.659,0.368,4.811
0.512,3.996,6.078,12.348,12.082,24.520,1.194,5.251,6.829,4.383
6.086,29.330,14.746,29.578,1.418,13.273,34.704,1.844,9.134,7.555
13.133,36.666,17.558,11.090,15.403,1.730,7.762,26.316,28.268,26.219
0.310,17.756,24.905,3.643,30.901,3.339,18.127,0.646,8.987,25.671
3.408,16.847,43.525,16.528,14.308,0.478,4.820,15.233,43.843,0.319
10.952,5.165,26.968,3.917,23.059,7.832,11.617,43.310,8.688,27.073
10.314,17.478,24.293,7.498,0.810,4.413,25.289,9.857,24.064,35.199
5.415,9.545,36.594,8.195,30.761,32.071,11.636,23.963,21.098,10.854
6.561,11.239,3.081,6.436,36.153,28.464,3.639,15.770,7.788,37.574
8.444,15.847,23.151,26.514,3.787,39.430,0.215,8.311,15.201,24.045
13.381,12.400,9.246,1.968,1.785,18.419,14.016,22.875,41.581,29.858
12.308,0.749,6.448,6.005,2.419,2.542,24.699,16.838,1.636,8.861
26.274,1.079,11.837,10.281,15.948,22.285,38.313,16.884,0.578,1.259
21.341,11.560,15.357,0.635,4.534,13.559,4.928,13.782,15.681,26.661
22.844,20.352,41.610,32.840,18.135,9.799,0.605,39.533,5.437,34.070
15.467,2.293,16.414,25.480,10.369,33.387,8.662,1.200,4.314,8.170
3.934,10.078,19.104,9.843,6.078,17.791,32.246,41.263,1.919,3.508
13.050,5.046,24.514,0.729,11.832,28.340,12.357,0.523,4.956,1.544
7.799,3.208,26.802,2.847,5.063,6.484,8.319,20.072,18.319,8.212
15.768,8.259,12.546,5.534,26.512,7.455,0.130,4.151,12.510,30.857
29.230,4.357,1.052,1.212,25.171,0.991,7.871,12.941,0.292,12.259
39.670,14.848,5.211,37.950,33.461,7.561,7.845,18.461,8.591,22.934
9.181,6.481,15.765,31.242,11.110,2.069,18.010,4.444,16.699,20.390
11.303,2.298,0.456,2.121,2.211,3.299,12.893,6.423,9.194,18.037
0.567,1.184,48.347,4.675,13.659,22.746,39.409,0.112,10.799,2.359
1.943,7.883,15.468,14.322,6.386,2.482,20.956,26.742,2.857,19.479
5.686,16.558,32.214,40.909,22.472,16.918,14.579,0.152,20.601,4.469
27.801,14.306,8.595,4.580,11.796,0.144,2.128,3.113,19.622,21.703
8.175,0.945,9.440,8.418,13.688,5.633,40.936,33.984,16.360,0.676
27.003,32.862,26.797,7.315,3.099,0.721,35.026,5.149,5.168,30.100
0.691,15.496,3.990,14.150,15.513,25.221,4.829,6.406,20.922,26.940
9.729,0.203,6.809,4.880,0.633,1.287,32.088,13.623,0.579,36.235
12.566,13.875,35.423,2.722,19.376,1.254,5.602,21.426,21.308,7.712
0.439,2.964,1.476,32.574,1.739,0.179,3.114,2.468,6.228,0.361
9.389,12.632,2.321,7.100,15.590,22.697,11.874,24.042,26.486,38.405
26.513,35.151,0.756,3.227,33.056,4.511,33.151,27.802,21.199,15.795
14.878,7.432,1.130,0.644,42.686,15.505,3.347,37.103,1.566,23.286
2.515,6.347,24.110,1.326,31.118,8.015,14.216,9.106,15.619,7.442
12.405,11.552,5.925,0.599,6.091,11.547,38.439,22.442,6.393,1.145
22.297,5.055,10.440,2.880,4.611,5.788,14.826,8.169,1.225,13.946
20.324,27.091,2.492,0.175,5.276,1.349,6.082,3.708,20.891,18.859
7.623,8.620,4.286,5.061,7.725,11.200,4.560,8.699,8.009,25.461
13.010,6.380,3.833,0.940,26.051,20.532,17.099,0.140,12.767,23.376
4.431,4.880,6.537,23.386,32.737,0.288,38.935,0.414,37.680,3.888
24.872,3.943,1.429,1.690,40.883,2.851,10.486,3.070,15.769,4.951
4.369,0.726,43.363,9.020,11.752,13.889,4.342,27.258,28.801,23.186
26.615,7.618,4.083,0.639,4.955,13.163,27.566,7.846,27.826,21.189
0.271,0.342,21.355,34.531,32.151,14.510,3.846,7.046,5.735,2.299
5.464,1.466,6.909,45.205,8.968,0.760,40.061,26.990,34.698,0.951
5.353,10.575,21.952,24.572,6.325,7.577,29.143,11.329,11.928,4.555
12.235,15.929,14.429,9.540,29.564,15.200,15.360,4.930,0.187,3.303
0.747,38.723,9.131,16.015,6.785,8.249,1.266,2.790,10.111,5.689
12.362,7.720,6.935,14.327,4.080,11.844,8.658,12.568,42.796,6.563
14.273,10.999,5.146,1.780,9.777,28.901,36.721,13.982,1.144,3.377
8.428,20.571,9.968,30.789,9.058,28.015,17.298,8.652,11.867,8.199
2.213,0.439,7.456,10.110,8.230,14.062,22.136,20.835,6.622,3.769
1.191,19.350,4.714,23.605,1.375,32.608,1.379,0.351,11.985,12.783
13.244,10.616,2.487,20.792,14.150,18.596,10.521,31.823,4.133,11.534
11.674,24.171,44.313,3.816,14.752,28.970,18.812,1.336,5.134,14.719
6.560,27.593,4.740,0.385,13.456,9.134,8.254,19.430,2.753,20.982
3.917,25.822,6.427,0.986,10.752,9.326,8.712,0.470,0.902,8.562
35.379,24.511,0.844,3.916,42.025,1.866,28.899,8.146,28.545,36.033
14.720,0.121,14.170,18.298,1.015,20.381,4.320,12.054,16.835,29.186
20.556,7.866,31.650,20.850,2.815,19.624,12.185,6.261,0.278,18.300
15.834,13.151,0.040,13.947,1.373,3.362,0.015,21.642,21.727,6.518
0.801,18.096,4.805,17.694,41.704,12.101,6.287,15.817,12.625,11.166
14.843,9.041,1.779,1.187,11.139,4.336,8.068,15.227,2.618,1.943
2.101,10.841,1.502,1.892,19.553,10.332,8.664,39.417,6.101,14.520
0.349,13.165,0.639,30.678,2.345,29.065,12.536,11.199,1.344,35.109
12.268,4.970,7.379,0.163,3.527,9.420,2.498,18.973,0.921,17.715
7.480,11.489,43.673,5.635,16.291,19.836,28.863,11.468,5.607,14.982
6.467,24.334,42.607,0.354,7.514,12.995,12.698,15.795,13.506,37.175
13.260,6.736,2.411,1.871,13.299,41.440,9.486,0.105,3.460,1.207
27.153,4.243,30.710,10.111,6.870,0.558,12.702,2.178,4.224,39.358
4.030,14.343,44.951,5.916,8.369,17.106,13.532,40.840,8.836,8.637
24.380,14.172,6.187,20.125,0.414,20.422,4.788,1.894,33.621,10.910
19.854,2.041,44.063,0.960,16.577,1.945,1.786,16.708,4.867,6.342
21.848,3.468,12.486,2.189,28.193,3.680,14.677,6.452,3.589,7.348
12.632,2.362,4.979,1.259,4.733,21.980,14.080,34.485,11.479,33.583
6.720,14.575,20.915,6.380,16.812,17.178,0.804,12.078,6.265,14.935
18.641,11.795,22.628,21.515,26.329,23.339,20.028,6.880,2.866,6.192
24.291,45.480,28.530,11.279,0.780,0.888,3.635,8.118,0.857,7.126
5.744,6.303,13.463,2.789,4.772,0.519,3.148,17.555,32.434,32.078
34.423,3.572,0.207,17.460,12.787,7.631,1.670,1.095,0.144,4.314
27.437,5.244,2.795,0.064,4.024,16.522,4.657,7.616,0.887,17.882
16.289,4.693,14.405,2.585,2.069,15.621,26.149,6.524,6.708,4.500
24.491,20.901,31.835,7.636,6.330,10.213,26.413,3.566,17.595,6.259
17.729,17.842,26.168,7.704,2.650,33.574,6.959,8.531,15.076,40.191
23.549,33.542,4.183,2.886,14.913,0.918,17.964,40.658,19.853,7.220
29.601,12.723,3.931,9.429,3.018,6.362,41.484,30.892,14.348,21.936
1.610,0.992,0.551,2.415,17.920,13.986,32.123,20.113,14.540,18.877
13.592,22.531,3.766,11.788,11.927,12.227,19.098,14.057,2.294,13.509
8.924,8.012,6.935,11.451,20.625,25.403,5.679,0.045,42.804,6.205
41.238,2.508,11.489,2.287,6.176,2.949,14.339,8.666,5.506,0.873
7.112,25.976,34.502,0.913,4.139,1.991,38.954,1.070,1.239,11.368
21.547,15.524,15.892,6.575,21.468,17.084,5.226,1.105,6.658,33.962
25.427,18.681,37.516,31.559,0.694,9.187,0.461,23.529,26.349,6.857
8.837,8.357,12.570,7.756,4.718,4.080,6.839,22.898,3.604,17.116
1.742,31.295,1.759,4.603,3.775,1.174,6.533,7.467,1.842,13.563
7.770,1.150,18.741,2.755,7.599,37.561,11.823,9.430,5.575,20.984
0.314,1.502,27.081,4.295,2.594,22.508,3.092,7.839,21.943,6.948
2.958,2.047,28.584,28.594,0.605,24.503,32.715,19.378,10.917,44.175
33.368,0.359,6.877,0.275,0.664,1.041,5.539,36.887,7.678,12.802
20.678,17.752,8.428,16.583,35.535,0.589,3.896,32.896,30.708,19.734
5.649,29.834,24.636,29.708,2.615,33.193,15.774,42.339,10.917,1.897
18.430,4.705,8.779,3.093,28.065,7.990,9.014,4.152,2.306,6.105
13.117,14.267,2.727,19.897,15.118,0.018,0.317,0.313,18.117,10.651
21.465,4.111,14.910,9.993,27.394,23.878,2.250,1.123,25.902,6.173
38.612,12.616,9.020,23.394,26.308,24.791,2.353,33.626,1.425,23.843
33.884,3.995,7.696,6.894,29.384,30.070,14.311,9.081,0.768,13.914
7.059,15.689,1.309,25.503,9.850,0.743,6.833,11.649,0.387,5.181
21.641,17.001,0.646,14.142,22.709,12.650,8.811,13.037,1.695,47.487
7.666,26.860,1.008,23.542,5.740,0.166,9.693,2.519,6.686,4.520
3.042,2.154,6.490,39.126,11.155,36.318,5.246,6.438,30.011,14.319
16.669,0.761,12.507,24.644,10.872,19.031,0.042,15.032,4.149,7.118
1.267,15.476,0.322,30.499,16.818,0.375,27.350,5.184,19.870,9.871
0.064,26.967,22.846,14.855,5.715,32.325,27.163,19.267,35.160,9.004
12.223,20.607,3.066,15.418,4.539,28.630,5.778,17.392,3.054,2.898
19.065,11.682,9.191,6.696,24.736,11.929,9.830,4.085,12.415,16.158
1.861,20.888,17.211,31.137,41.940,37.858,30.736,13.853,15.005,12.960
0.736,33.508,5.211,7.173,11.428,9.299,4.272,0.515,6.953,20.976
4.045,7.058,4.074,1.786,42.493,7.300,16.617,1.913,10.749,2.784
3.289,2.683,6.250,27.599,19.840,1.846,10.930,6.925,12.439,13.843
11.101,20.842,9.265,4.061,24.305,1.443,19.986,11.587,1.726,2.871
19.154,18.856,14.477,1.292,0.186,5.483,10.954,1.396,35.560,0.048
2.313,9.078,30.409,31.797,1.936,7.058,1.501,0.751,26.456,7.498
20.258,48.761,27.693,11.877,20.774,30.936,14.403,1.559,11.916,5.978
27.733,0.636,7.472,1.921,9.692,0.018,33.896,2.506,26.578,1.207
39.203,15.262,9.867,4.471,3.017,28.761,8.300,10.571,13.217,7.600
10.605,1.139,0.211,2.935,18.625,15.693,6.303,10.571,0.684,12.611
0.907,39.740,1.769,1.011,12.932,19.224,1.021,1.123,18.065,17.013
8.977,18.607,21.574,2.462,28.343,1.052,1.487,6.256,1.080,9.855
10.614,6.278,25.964,11.398,31.765,8.822,16.617,0.732,10.340,10.076
13.360,17.754,6.918,0.858,0.738,26.949,27.015,0.194,14.260,1.265
14.966,33.717,11.190,2.345,28.910,3.100,41.250,8.653,26.393,5.530
5.685,2.189,20.057,20.916,0.866,5.469,13.036,39.694,4.251,10.070
29.426,28.108,26.230,0.124,40.807,27.239,15.469,22.480,0.686,33.577
25.718,4.308,0.646,7.950,2.953,0.057,11.823,9.812,15.650,1.286
11.386,37.246,6.431,31.774,7.300,24.318,6.080,30.152,30.309,4.733
30.476,47.918,1.191,14.263,3.411,3.146,1.600,19.526,3.929,10.922
27.376,8.076,12.188,7.488,14.661,19.249,12.134,13.310,16.382,29.235
0.549,3.051,7.141,8.314,29.908,6.586,9.829,0.298,29.014,4.595
3.511,0.750,20.838,12.506,12.483,4.932,6.362,7.716,4.594,0.589
0.550,1.277,3.723,23.367,1.493,9.276,12.614,7.949,19.276,0.891
26.678,17.038,45.940,1.989,0.002,14.410,38.598,10.617,6.386,17.742
12.935,4.834,11.923,1.755,7.090,4.113,0.674,21.694,28.829,1.622
0.086,29.617,10.192,9.748,1.453,8.725,20.143,44.186,26.229,2.789
21.306,42.059,12.358,27.279,4.435,6.855,18.589,1.304,6.568,5.185
39.271,8.380,14.381,39.601,35.936,15.237,0.840,17.660,0.011,2.637
2.315,22.581,20.864,3.019,3.958,2.883,24.106,0.157,14.386,14.143
9.996,10.399,16.821,5.216,2.025,5.681,4.292,1.291,7.060,16.225
2.367,26.402,23.141,40.949,1.350,2.493,29.492,2.385,0.267,15.492
4.504,1.363,9.659,5.199,7.523,10.424,15.052,4.060,8.662,29.333
3.860,12.665,1.256,7.919,4.285,1.086,2.452,15.948,0.922,24.027
0.980,24.161,5.925,11.622,3.104,16.605,6.765,19.838,7.324,23.848
24.596,8.807,3.784,10.211,3.488,0.054,17.518,8.712,1.047,29.116
8.672,3.704,0.214,13.310,30.224,1.150,26.968,9.395,5.562,0.565
21.631,7.708,8.918,16.463,42.197,0.888,13.234,9.894,24.014,3.059
23.372,4.025,13.473,25.826,5.641,5.682,6.942,6.862,32.580,7.092
5.479,0.936,16.508,20.581,0.847,25.780,4.282,18.587,22.700,3.899
22.679,0.433,23.454,20.272,16.880,9.727,5.064,0.002,12.391,0.323
2.381,30.861,15.770,3.089,4.400,10.524,6.498,19.197,2.218,27.816
2.202,23.848,0.126,22.355,16.525,23.007,7.848,7.051,9.705,11.031
22.404,21.880,6.573,3.058,31.460,11.096,4.572,0.006,5.986,6.816
16.386,8.608,28.257,7.078,10.735,5.158,41.102,21.869,16.054,40.723
1.555,5.677,11.175,13.856,5.818,4.060,11.924,9.773,13.732,18.436
2.324,38.391,15.437,1.031,4.250,5.109,18.161,10.858,1.845,42.956
35.349,2.224,46.709,0.076,23.228,11.381,6.843,11.795,7.928,21.844
1.073,6.403,2.553,1.978,8.428,44.263,15.311,15.436,6.375,5.081
13.705,9.834,37.446,13.930,10.560,9.982,28.051,21.954,2.726,9.525
